,Data do Anúncio,Ano,Trimestre,Data do Anúncio.1,Empresa alvo do investimento,Empresa(s) investidora(s),Real (em milhões),Dólar (em milhões),Valor Informado,Município,Região,Descrição do investimento,CNAE Empresa alvo do investimento,CNAE Empresa(s) investidora(s),Tipo Investimento,Período,Setor,Real,Dólar,FaixaValor,FaixaValorNome,SetorNome,RegiãoNro,klusterK3D,klusterBD3D
3366,2013-07-26,2013,3,2013-07-26,Le Bilboquet,C.R. Bar e Restaurante,3.5,1.55,Sim,São Paulo,RM São Paulo,Abertura de restaurante francês no Bairro Jardim Paulista,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2012 - 2013,1,3500000.0,1550000.0,3,M,Comércio,1,2,0
3367,2013-08-29,2013,3,2013-08-29,NB Steak,NB Steak Comércio de Alimentos,3.0,1.28,Sim,São Paulo,RM São Paulo,Inauguração de churrascaria no bairro do Campo Belo,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2013 - 2013,7,3000000.0,1280000.0,3,M,Serviços,1,0,4
3368,2013-09-09,2013,3,2013-09-09,Benihana,Sukiyaki Benihana Restaurante,4.0,1.76,Sim,São Paulo,RM São Paulo,Inauguração de restaurante japonês no bairro do Jardim Europa,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2012 - 2013,1,4000000.0,1760000.0,3,M,Comércio,1,2,0
3369,2013-07-22,2013,3,2013-07-22,Seekr,Seekr Gestão e Monitoramento de Mídias Sociais,0.35,0.16,Sim,São Paulo,RM São Paulo,Inauguração de escritório de tecnologia de informação - TI fornecimento de ferramentas para a gestão e monitoramento de marcas em mídias sociais,6399-2 - Outras atividades de prestação de serviços de informação não especificadas anteriormente,"6311-9 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",Implantação,2013 - 2013,7,350000.0,160000.0,1,P,Serviços,1,0,14
3370,2013-03-08,2013,3,2013-03-08,CET,Companhia de Engenharia de Tráfego - CET,2.05,0.88,Sim,São Paulo,RM São Paulo,Instalação de luminosos de travessia de pedestres,7112-0 - Serviços de engenharia,7112-0 - Serviços de engenharia,Ampliação/Modernização,2012 - 2013,7,2050000.0,880000.0,3,M,Serviços,1,0,4
3371,2013-01-07,2013,3,2013-01-07,Mackenzie,Instituto Presbiteriano Mackenzie,30.0,13.32,Sim,São Paulo,RM São Paulo,"Instalação de centro de pesquisas avançadas em grafeno, nanomateriais e nanotecnologia - Mackgrafe",7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,8531-7 - Educação superior - graduação,Implantação,2013 - 2014,7,30000000.0,13320000.0,5,G,Serviços,1,1,15
3372,2013-08-22,2013,3,2013-08-22,Centro de Exposições Imigrantes,Global Locação - GL Events,300.0,128.1,Sim,São Paulo,RM São Paulo,Ampliação e modernização do centro de exposições no bairro Água Funda,"8230-0 - Atividades de organização de eventos, exceto culturais e esportivos","8230-0 - Atividades de organização de eventos, exceto culturais e esportivos",Ampliação/Modernização,2013 - 2018,7,300000000.0,128100000.0,7,GG,Serviços,1,1,16
3373,2013-02-08,2013,3,2013-02-08,Seven Idiomas,Premium Cursos de Idiomas e Comércio de Material Didático,0.25,0.11,Sim,São Paulo,RM São Paulo,Implantação de franquia de escola de inglês e espanhol,8593-7 - Ensino de idiomas,"4761-0 - Comércio varejista de livros, jornais, revistas e papelaria",Implantação,2013 - 2013,7,250000.0,110000.0,1,P,Serviços,1,0,14
3374,2013-07-26,2013,3,2013-07-26,Aro 27 Bike Café,Aro 27 Bike Café,0.3,0.13,Sim,São Paulo,RM São Paulo,"Inauguração de loja de equipamentos e acessórios para uso urbano, oficina de bicicleta, café e park 'n shower",9529-1 - Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente,9529-1 - Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente,Implantação,2012 - 2013,7,300000.0,130000.0,1,P,Serviços,1,0,14
3375,2013-12-09,2013,3,2013-12-09,Super 8,Hotelpar Empreendimentos e Participações,11.0,4.85,Sim,Suzano,RM São Paulo,Construção de hotel,5510-8 - Hotéis e similares,6810-2 - Atividades imobiliárias de imóveis próprios,Implantação,2013 - 2016,7,11000000.0,4850000.0,5,G,Serviços,1,1,15
3376,2013-04-26,2013,2,2013-04-26,Elektro,Elektro Eletricidade e Serviços,17.0,8.49,Sim,Inter-regionais,Inter-regionais,"Implementação de programa de troca de fiação, lâmpadas, geladeiras e aquecedores solares.",3514-0 - Distribuição de energia elétrica,3514-0 - Distribuição de energia elétrica,Implantação,2013 - 2014,5,17000000.0,8490000.0,5,G,Infraestrutura,3,1,5
3377,2013-04-25,2013,2,2013-04-25,Gás Brasiliano,Gás Brasiliano Distribuidora,359.0,179.33,Sim,Inter-regionais,Inter-regionais,Expansão da distribuição de gás natural na região noroeste do Estado,3520-4 - Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas,3520-4 - Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas,Ampliação,2002 - 2013,3,359000000.0,179330000.0,7,GG,Indústria,3,3,17
3378,2013-06-06,2013,2,2013-06-06,Logum Logística,Logum Logística,2.0,0.92,Sim,Inter-regionais,Inter-regionais,Construção do etanolduto que ligará Ribeirão Preto a Paulínia,4940-0 - Transporte dutoviário,4940-0 - Transporte dutoviário,Ampliação/Modernização,2011 - 2013,5,2000000.0,920000.0,3,M,Infraestrutura,3,0,2
3379,2013-05-22,2013,2,2013-05-22,Barretos Country Hotel & Acquapark,Barretos Country Hotel & Acquapark,5.0,2.46,Sim,Barretos,RA Barretos,Construção de centro de convenções,5510-8 - Hotéis e similares,5510-8 - Hotéis e similares,Ampliação/Modernização,2012 - 2013,7,5000000.0,2460000.0,3,M,Serviços,25,0,41
3380,2013-03-06,2013,2,2013-03-06,Dia %,Dia Brasil,2.5,1.15,Sim,Jaú,RA Bauru,Inauguração de supermercado  com novo modelo Dia Maxi,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2012 - 2013,1,2500000.0,1150000.0,3,M,Comércio,11,2,0
3381,2013-05-27,2013,2,2013-05-27,Empanadas La Boca,Hugo Orlando Otero,0.02,0.01,Sim,Americana,RA Campinas,Abertura de restaurante especializado em empanadas argentinas no centro,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2012 - 2013,1,20000.0,10000.0,1,P,Comércio,5,2,13
3382,2013-03-05,2013,2,2013-03-05,Centro Empresarial e Industrial Nove de Julho,Cemara Negócios Imobiliários,80.0,39.32,Sim,Americana,RA Campinas,Instalação de laboratório empresarial e industrial.,6822-6 - Gestão e administração da propriedade imobiliária,6810-2 - Atividades imobiliárias de imóveis próprios,Implantação,2013 - 2015,7,80000000.0,39320000.0,5,G,Serviços,5,1,15
3383,2013-03-04,2013,2,2013-03-04,Serviço Social da Indústria - Sesi,Serviço Social da Indústria - Sesi,13.0,6.49,Sim,Americana,RA Campinas,"Inauguração de escola, centro educacional no Parque Universitário",8520-1 - Ensino médio,8599-6 - Atividades de ensino não especificadas anteriormente,Implantação,2010 - 2013,7,13000000.0,6490000.0,5,G,Serviços,5,1,15
3384,2013-08-04,2013,2,2013-08-04,Bralog,Helicópteros do Brasil - Helibras,80.08,40.0,Sim,Atibaia,RA Campinas,"Instalação de centro logístico, venda de peças e serviços para operadores de helicópteros.",3316-3 - Manutenção e reparação de aeronaves,3041-5 - Fabricação de aeronaves,Implantação,2012 - 2013,7,80080000.0,40000000.0,5,G,Serviços,5,1,15
3385,2013-04-30,2013,2,2013-04-30,Sanasa,Sociedade de Abastecimento de Água e Saneamento - Sanasa,17.64,8.81,Sim,Campinas,RA Campinas,Instalação do sistema de Esgotamento Sanitário Taubaté.,"3600-6 - Captação, tratamento e distribuição de água","3600-6 - Captação, tratamento e distribuição de água",Implantação,2013 - 2014,5,17640000.0,8810000.0,5,G,Infraestrutura,5,1,5
3386,2013-02-04,2013,2,2013-02-04,VB Transportes e Turismo,Coletivos Pádova/VB Transportes e Turismo,6.3,3.15,Sim,Campinas,RA Campinas,Compra de 20 ônibus para transporte coletivo,"4922-1 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional","4921-3 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana/4922-1 - Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional",Ampliação/Modernização,2013 - 2013,5,6300000.0,3150000.0,3,M,Infraestrutura,5,0,2
3387,2013-04-17,2013,2,2013-04-17,Romana Café,Padaria e Confeitaria Romana,0.3,0.15,Sim,Campinas,RA Campinas,Inauguração de café e cafeteria no Aeroporto Internacional de Viracopos.,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,1091-1 - Fabricação de produtos de panificação,Implantação,2013 - 2013,1,300000.0,150000.0,1,P,Comércio,5,2,13
3388,2013-06-05,2013,2,2013-06-05,Domino's Pizza,Senise Barbosa Franco,0.6,0.3,Sim,Campinas,RA Campinas,Abertura de pizzaria franqueada,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Implantação,2013 - 2013,7,600000.0,300000.0,1,P,Serviços,5,0,14
3389,2013-04-18,2013,2,2013-04-18,Ascenty Data Centers,Ascenty Data Centers Locação e Serviços,30.0,14.99,Sim,Campinas,RA Campinas,Ampliação do data center,"6311-9 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",7733-1 - Aluguel de máquinas e equipamentos para escritório,Implantação,2013 - 2013,7,30000000.0,14990000.0,5,G,Serviços,5,1,15
3390,2013-04-26,2013,2,2013-04-26,Centro de Pesquisa e Desenvolvimento Telecomunicações - CPqD,Fundação Centro de Pesquisa e Desenvolvimento Telecomunicações,15.76,7.87,Sim,Campinas,RA Campinas,Inauguração do laboratório de testes e medição de dispositivos móveis de 4G,7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Implantação,2012 - 2015,7,15760000.0,7870000.0,5,G,Serviços,5,1,15
3391,2013-06-18,2013,2,2013-06-18,Rota das Bandeiras,Concessionária Rota das Bandeiras,149.1,68.62,Sim,Diversos municípios-RACampinas,RA Campinas,Construção do prolongamento do anel viário da rodovia José Roberto Magalhães Teixeira.,"5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados","5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados",Ampliação/Modernização,2013 - 2015,5,149100000.0,68620000.0,7,GG,Infraestrutura,5,1,8
3392,2013-04-25,2013,2,2013-04-25,AutoBAn,CCR,155.0,77.43,Sim,Diversos municípios-RGCampinas,RA Campinas,Ampliação da rodovia dos Bandeirantes com a construção da quinta faixa de rolamento.,"5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados",6462-0 - Holdings de instituições não-financeiras,Ampliação/Modernização,2013 - 2014,5,155000000.0,77430000.0,7,GG,Infraestrutura,5,1,8
3393,2013-04-18,2013,2,2013-04-18,Ascenty Data Centers,Ascenty Data Centers Locação e Serviços,150.0,74.93,Sim,Hortolândia,RA Campinas,Construção de data center.,"6311-9 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",7733-1 - Aluguel de máquinas e equipamentos para escritório,Implantação,2013 - 2014,7,150000000.0,74930000.0,7,GG,Serviços,5,1,16
3394,2013-04-19,2013,2,2013-04-19,Knorr-Bremse,Knorr-Bremse Sistemas para Veículos Comerciais Brasil,100.0,49.95,Sim,Itupeva,RA Campinas,Inauguração de fábrica de sistemas de freios para veículos rodoviários e ferroviários,2943-3 - Fabricação de peças e acessórios para o sistema de freios de veículos automotores,2943-3 - Fabricação de peças e acessórios para o sistema de freios de veículos automotores,Implantação,2011 - 2013,3,100000000.0,49950000.0,7,GG,Indústria,5,3,17
3395,2013-06-22,2013,2,2013-06-22,Intercity Express,Saúvas Empreendimentos e Construção,30.0,13.81,Sim,Itupeva,RA Campinas,Construção de hotel,5510-8 - Hotéis e similares,4120-4 - Construção de edifícios,Implantação,2013 - 2014,7,30000000.0,13810000.0,5,G,Serviços,5,1,15
3396,2013-04-18,2013,2,2013-04-18,KSB Bombas Hidráulicas,KSB Bombas Hidráulicas,50.0,24.98,Sim,Jundiaí,RA Campinas,Inauguração de fábrica de bombas hidráulicas.,"2812-7 - Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas","2812-7 - Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas",Implantação,2013 - 2015,3,50000000.0,24980000.0,5,G,Indústria,5,3,7
3397,2013-03-05,2013,2,2013-03-05,Aldeia Bar,Cecília de Lima Bar,0.06,0.03,Sim,Jundiaí,RA Campinas,Reinauguração de bar.,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,Ampliação/Modernização,2013 - 2013,7,60000.0,30000.0,1,P,Serviços,5,0,14
3398,2013-05-29,2013,2,2013-05-29,Ascenty Data Centers,Ascenty Data Centers Locação e Serviços,150.0,73.73,Sim,Jundiaí,RA Campinas,Construção de Data Center,"6311-9 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",7733-1 - Aluguel de máquinas e equipamentos para escritório,Implantação,2013 - 20189,7,150000000.0,73730000.0,7,GG,Serviços,5,1,16
3399,2013-06-19,2013,2,2013-06-19,Brasil Foods - BRF,Brasil Foods- BRF,58.0,26.7,Sim,Jundiaí,RA Campinas,Inauguração de centro de pesquisa e desenvolvimento de produtos alimentícios,7210-0 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais,"1012-1 - Abate de suínos, aves e outros pequenos animais",Implantação,2012 - 2013,7,58000000.0,26700000.0,5,G,Serviços,5,1,15
3400,2013-06-18,2013,2,2013-06-18,Aversa,Aversa Automóveis,2.8,1.29,Sim,Limeira,RA Campinas,Inauguração de concessionária de veículos da marca Hyundai.,4511-1 - Comércio a varejo e por atacado de veículos automotores,4511-1 - Comércio a varejo e por atacado de veículos automotores,Implantação,2013 - 2013,1,2800000.0,1290000.0,3,M,Comércio,5,2,0
3401,2013-04-15,2013,2,2013-04-15,Trade Office e Trade Mall,Trade Invest Investimento e Desenvolvimento,80.0,39.96,Sim,Limeira,RA Campinas,Construção de prédio de escritórios e lojas no complexo Trade Plaza Limeira.,6822-6 - Gestão e administração da propriedade imobiliária,4110-7 - Incorporação de empreendimentos imobiliários,Implantação,2012 - 2013,7,80000000.0,39960000.0,5,G,Serviços,5,1,15
3402,2013-07-05,2013,2,2013-07-05,São Vicente Supermercados,São Vicente Supermercados,5.3,2.61,Sim,Mogi Mirim,RA Campinas,Inauguração de supermercado na rua do Tucura,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2013 - 2013,1,5300000.0,2610000.0,3,M,Comércio,5,2,0
3403,2013-08-05,2013,2,2013-08-05,Caterpillar,Caterpillar Brasil,20.0,9.83,Sim,Piracicaba,RA Campinas,Instalação de fábrica de remanufatura de peças para tratores.,2949-2 - Fabricação de peças e acessórios para veículos automotores não especificados anteriormente,2949-2 - Fabricação de peças e acessórios para veículos automotores não especificados anteriormente,Implantação,2012 - 2013,3,20000000.0,9830000.0,5,G,Indústria,5,3,7
3404,2013-04-04,2013,2,2013-04-04,Cargolift,Cargolift Logística,1.5,0.75,Sim,Piracicaba,RA Campinas,Inauguração de terminal de empresa de logística de transporte rodoviário.,4930-2 - Transporte rodoviário de carga,4930-2 - Transporte rodoviário de carga,Implantação,2012 - 2013,5,1500000.0,750000.0,3,M,Infraestrutura,5,0,2
3405,2013-06-04,2013,2,2013-06-04,Foz do Brasil,Foz do Brasil Participações e Investimentos,61.0,30.47,Sim,Rio Claro,RA Campinas,Construção de estação de tratamento de esgoto - ETE Jardim Novo e Implantação de rede coletora de esgoto,3701-1 - Gestão de redes de esgoto,6462-0 - Holdings de instituições não-financeiras,Ampliação,2013 - 2014,5,61000000.0,30470000.0,5,G,Infraestrutura,5,1,5
3406,2013-06-22,2013,2,2013-06-22,Serviço Nacional de Aprendizagem Industrial - Senai,Serviço Nacional de Aprendizagem Industrial - Senai,9.5,4.37,Sim,Rio Claro,RA Campinas,Inauguração de laboratório de ensaios em implantes no Jardim Primavera,8541-4 - Educação profissional de nível técnico,8599-6 - Atividades de ensino não especificadas anteriormente,Ampliação/Modernização,2011 - 2013,7,9500000.0,4370000.0,3,M,Serviços,5,0,4
3407,2013-05-28,2013,2,2013-05-28,Honda,Honda Automóveis do Brasil,100.0,49.15,Sim,Sumaré,RA Campinas,Construção de sede administrativa da montadora de veículos,7010-7 - Sedes de empresas e unidades administrativas locais,"2910-7 - Fabricação de automóveis, camionetas e utilitários",Implantação,2013 - 2014,3,100000000.0,49150000.0,7,GG,Indústria,5,3,17
